review,85 Percentile Top Topics,90 Percentile Top topics,sentiment_label,sentiment_class_probs,lime_word_attributions_sentiment,emotion,emotion_class_probabilities,lime_word_attributions_first_class_emotion,lime_word_attributions_second_class_emotion,lime_word_attributions_third_class_emotion
 Our room was in between floors so that although we could use the elevator to take our bags upstairs I had to carry them 12 stairs to the room itself Strange setup Avoid room 307 there were other rooms the same on other floors ,,"{15: 0.5332758227805888, 0: 0.08679325109123735}",Negative,"{'negative': 0.9906991, 'positive': 0.009300834}","[('floors', -0.005941981287871701), ('elevator', -0.005586241238716715), ('Strange', -0.004557948829214227), ('take', -0.0043772381570983425), ('stairs', -0.004249187849301428), ('the', 0.004027892222981337), ('itself', -0.0038589130403396824), ('in', 0.003350443433761789), ('Avoid', -0.0033044480293824337), ('room', -0.0032750358418989953), ('307', -0.0032350988000519145), ('our', 0.0030971353506698833), ('we', 0.00304586747804397), ('had', -0.0030323339710486836), ('on', -0.0029556204798074693), ('them', -0.002709039592587972), ('was', 0.002280252882205744), ('between', 0.0022077272834845384), ('I', -0.0020795207211660918), ('bags', -0.0017337210445645694), ('rooms', 0.0017014019111205108), ('there', 0.0016850284619239655), ('that', 0.0016054294580244643), ('setup', -0.0015168956159209808), ('same', -0.001335991752965358)]",fear,"{'fear': 0.4774065613746643, 'sadness': 0.3982067108154297, 'disgust': 0.31319156289100647, 'anticipation': 0.14022062718868256, 'anger': 0.09683284163475037, 'pessimism': 0.08039070665836334, 'surprise': 0.044702764600515366, 'joy': 0.018483316525816917, 'optimism': 0.004708884283900261, 'trust': 0.0038742609322071075, 'love': 0.0033293950837105513}","[('Strange', 0.19414047698506712), ('room', 0.0938892662370198), ('12', 0.06391498368161892), ('Avoid', 0.05771018528870274), ('Our', -0.05377566064512658), ('although', -0.041124475487551604), ('was', 0.037870497359733066), ('the', 0.03456538889598339), ('so', -0.03364904702583586), ('that', -0.033375791639846636), ('take', 0.03277105564813975), ('elevator', 0.03090292763557908), ('itself', -0.030640230512002962), ('rooms', 0.030194718677862473), ('stairs', 0.02857462234979752), ('same', -0.028442638373856806), ('in', 0.026516921784702187), ('floors', 0.024862836058684057), ('were', 0.023771500500196992), ('we', -0.0216130608254039), ('between', 0.020398227597535627), ('307', -0.01653926410554221), ('bags', 0.014511070119283452), ('our', -0.014448816984556212), ('I', -0.011169281426294806)]","[('Strange', 0.11545066457355034), ('although', 0.11083169591780576), ('rooms', 0.07681798102961704), ('307', -0.06273045401132789), ('elevator', -0.05194744684934758), ('so', 0.04995642270885962), ('room', 0.04716871363461724), ('had', 0.04679829784373288), ('on', -0.04407394335589617), ('setup', -0.03746729404482012), ('Avoid', 0.03642817402670709), ('stairs', -0.02415367841995481), ('Our', 0.021140745310302717), ('that', 0.020987762942812706), ('itself', -0.02020459065930099), ('I', 0.019955434576799297), ('there', 0.019340786152377793), ('to', 0.018794761708475827), ('could', 0.018685753431555686), ('other', 0.01813692763051118), ('we', -0.015014445417347137), ('floors', 0.014301809007473758), ('was', 0.013099500496031641), ('take', -0.009101289984049417), ('same', -0.006879606573223911)]","[('Strange', 0.1586241563307885), ('Avoid', 0.08198135746793042), ('had', 0.07141961621527991), ('Our', -0.06113073768507775), ('although', 0.05875990180397693), ('bags', 0.047825076150567164), ('floors', 0.04775175887152587), ('setup', -0.044376730460278326), ('other', -0.0415032473053259), ('room', 0.0390893090644899), ('stairs', -0.03903791379755013), ('carry', -0.03843949798756689), ('to', 0.03487873282735988), ('our', -0.029285102332334407), ('use', -0.028236983006821575), ('307', -0.026721626818454143), ('take', 0.025296646112634037), ('that', 0.023545994923710414), ('in', 0.022440796020096937), ('we', -0.022376835196774875), ('I', -0.019358456607949368), ('was', 0.017849903923004975), ('were', -0.017284755812154003), ('same', 0.016695094933579357), ('could', -0.01608459065371089)]"
 Only downside was the exclusive Wings and Horns robe was 140 to purchase And I don t do enough loafing to warrant that ,,"{16: 1.0, 0: 3.891381828613259e-307}",Negative,"{'negative': 0.9855738, 'positive': 0.014426183}","[('downside', -0.09226880107044542), ('exclusive', 0.0678351931060321), ('Only', -0.041746381002596256), ('was', -0.03226625755878937), ('purchase', -0.0319388304200444), ('loafing', -0.02457631009835577), ('And', 0.024164134383428633), ('Horns', -0.024084204908633274), ('the', 0.02251367237479521), ('t', 0.01988555680031683), ('that', -0.019673604784286505), ('140', -0.009978346539498632), ('Wings', -0.009435222901344593), ('warrant', -0.008590236320664609), ('don', -0.008320410855384397), ('enough', -0.007173751431333298), ('and', 0.005004806274317722), ('do', -0.0032003798243506795), ('to', -0.002594927106084082), ('robe', 0.0009676597923771155), ('I', 0.0009059372287226276)]",disgust,"{'disgust': 0.6472316980361938, 'anger': 0.5918112397193909, 'sadness': 0.4009273946285248, 'anticipation': 0.21361806988716125, 'pessimism': 0.1273229569196701, 'fear': 0.028231430798768997, 'optimism': 0.02212642878293991, 'surprise': 0.02074049413204193, 'joy': 0.011337817646563053, 'trust': 0.006274714600294828, 'love': 0.0014127606991678476}","[('t', 0.37483461530253964), ('I', 0.19610592617695846), ('robe', -0.1550342251529117), ('do', 0.12181516277217891), ('don', 0.11942045733248949), ('loafing', -0.10981958296872942), ('enough', 0.06750326308799544), ('Only', -0.0622013213858607), ('that', -0.04269795235407049), ('purchase', -0.04013266131654028), ('And', 0.035555998678726136), ('downside', -0.03293529081581952), ('was', -0.027697123068640347), ('and', 0.0247454323839785), ('Horns', 0.019738869764482993), ('exclusive', 0.018249887497080754), ('the', -0.016725066600346082), ('140', 0.0138393344833594), ('to', 0.013222838224208793), ('warrant', -0.00611518522735789), ('Wings', -0.004786977263390143)]","[('t', 0.3118767895502208), ('I', 0.2254449593838721), ('robe', -0.17895465089618653), ('loafing', -0.16431001983819526), ('don', 0.1605738503681063), ('do', 0.11239137184620676), ('Only', -0.08427081781331505), ('Horns', 0.059360778457271), ('And', 0.05052593804526206), ('the', -0.04180333783567341), ('Wings', -0.03534178605085091), ('purchase', -0.034764314297791726), ('and', 0.033068442406153184), ('that', -0.029644698830938458), ('warrant', 0.023169217860633196), ('enough', 0.020792770473097244), ('was', -0.020757858291740313), ('to', -0.02004820119879287), ('exclusive', 0.019105068688515404), ('140', 0.006120306526701679), ('downside', -0.003485967902681818)]","[('t', 0.34998185251215147), ('enough', 0.23583720114274506), ('warrant', -0.1823943208586915), ('do', 0.14983587514648464), ('robe', -0.11893356821251334), ('Wings', 0.09841198217683525), ('the', 0.09730494296612137), ('Horns', -0.09475327430054004), ('that', -0.09012362045999288), ('loafing', 0.06910791578246502), ('I', 0.05886151809925619), ('140', -0.047317232868347804), ('don', 0.04620196018174914), ('was', -0.0428147670841665), ('and', 0.030994767349323313), ('Only', 0.026135301574195823), ('exclusive', -0.022415955814352965), ('And', -0.019561786904191587), ('downside', -0.010172478290478786), ('to', 0.010136031584109879), ('purchase', 0.0053596362844079235)]"
 Ceiling in room needed patching and painting looked like they d been doing a bit of work but not a problem ,,"{10: 1.0, 0: 6.742624434180905e-307}",Negative,"{'negative': 0.9937245, 'positive': 0.0062755174}","[('patching', -0.012993132590227658), ('painting', -0.011048158289905595), ('d', 0.010374579358835226), ('not', -0.00985605859320486), ('bit', -0.008594062515718304), ('work', -0.008523864264055887), ('problem', -0.007385560884637647), ('they', -0.006941328060133011), ('Ceiling', -0.006772016464930492), ('and', 0.0059960021699671864), ('room', -0.005781548053078437), ('needed', 0.0039044827487454883), ('like', -0.003218422769486511), ('but', -0.002600689410259469), ('doing', 0.0022628582285926717), ('looked', -0.0019997219085420206), ('a', 0.0015754531234098558), ('of', -0.0015241233365825128), ('been', 0.0004591724265551293), ('in', 7.548109209101879e-08)]",anticipation,"{'anticipation': 0.39690184593200684, 'sadness': 0.2756099998950958, 'optimism': 0.12591934204101562, 'joy': 0.09612290561199188, 'disgust': 0.08197739720344543, 'pessimism': 0.07061199098825455, 'anger': 0.05476497486233711, 'surprise': 0.02262960933148861, 'trust': 0.011712913401424885, 'fear': 0.010046709328889847, 'love': 0.002700864104554057}","[('looked', 0.08964338677980756), ('but', 0.07546731806294624), ('problem', 0.06750923232614071), ('bit', 0.053203561387096254), ('a', 0.05140505409993502), ('room', -0.047014066978191174), ('not', 0.03684275692563754), ('patching', -0.028956646447793145), ('d', 0.026254720010341046), ('of', 0.025203667436527553), ('doing', -0.025114337736307914), ('in', 0.024017572976442973), ('needed', 0.023971757172173966), ('work', 0.01641027154073142), ('they', -0.013718658130160695), ('like', -0.010910845949711728), ('Ceiling', -0.006167723927442655), ('been', -0.005732045524223662), ('painting', -0.0020476628783158016), ('and', -0.00109103066171209)]","[('not', -0.1825873586085997), ('needed', 0.13047862200876023), ('looked', -0.10779254996156766), ('problem', -0.0899250092363228), ('room', 0.08310195311678713), ('in', -0.06717086628394557), ('painting', 0.047302121193653755), ('a', -0.045519707120000155), ('but', 0.038508994391089256), ('and', 0.028110460082407106), ('d', 0.027152672017299786), ('they', -0.0234345817718957), ('work', -0.018854972440359146), ('like', 0.0168026806846074), ('been', 0.012122872650892673), ('patching', 0.00751380882921708), ('bit', -0.004183626800274433), ('of', 0.002922543617952403), ('Ceiling', -0.0022983854346323956), ('doing', 0.001904772142656907)]","[('not', 0.07631688997839638), ('problem', 0.060811481149179704), ('like', -0.05465674382867238), ('work', 0.0457649789090892), ('looked', 0.04524988229479924), ('room', -0.04281784780266012), ('a', 0.037240968817977504), ('and', 0.03050499155237628), ('they', 0.022864167612868493), ('needed', -0.022339970020352595), ('in', 0.0187126841074631), ('patching', 0.017755550492506694), ('bit', 0.015252344218339159), ('doing', -0.011179992347041052), ('been', -0.009297738056835961), ('but', -0.006441741417844586), ('of', -0.005486872132011895), ('Ceiling', -0.005401012182876835), ('painting', -0.003841410678270327), ('d', -0.002936841058676482)]"
 The room was in the ground so can t open curtain and was far from all other locations,,"{10: 1.0, 0: 5.820220192813384e-307}",Negative,"{'negative': 0.9853757, 'positive': 0.014624299}","[('curtain', -0.13273190011906738), ('ground', -0.0982252759969451), ('locations', 0.09662877145760541), ('open', -0.09031569369113325), ('far', -0.05062209637598894), ('and', 0.042518201250709334), ('other', -0.0314077311331042), ('the', -0.029741059156443445), ('can', -0.019339065086524266), ('in', -0.01913976595604183), ('all', 0.012901109710651807), ('room', -0.011970686331210982), ('The', -0.011752676093779047), ('from', -0.0067598740432800114), ('t', 0.0029963762282727634), ('so', -0.0016672544176180395), ('was', -0.00043429119913708134)]",fear,"{'fear': 0.33820390701293945, 'sadness': 0.24230341613292694, 'anticipation': 0.18033753335475922, 'disgust': 0.15095309913158417, 'pessimism': 0.07541956752538681, 'anger': 0.04310634732246399, 'surprise': 0.025947226211428642, 'joy': 0.01643010415136814, 'optimism': 0.016232015565037727, 'trust': 0.006983872037380934, 'love': 0.002671753289178014}","[('was', 0.08793571596551185), ('locations', 0.08491699566170097), ('far', 0.07657039510816067), ('curtain', -0.06857562676076086), ('ground', 0.06295025813821696), ('from', 0.057499051363638226), ('t', 0.053181504341336915), ('all', -0.04988580572985592), ('and', -0.04106101664635561), ('can', 0.036416268459673724), ('room', 0.031016204205077412), ('other', -0.02632060080582411), ('open', -0.02254262733584824), ('The', 0.010788968257610753), ('the', 0.00923240462773851), ('so', -0.008926555801346147), ('in', -0.008460378319984299)]","[('t', 0.19415591925116524), ('can', 0.13172625679481367), ('was', -0.1244146639026867), ('room', 0.0685172061695052), ('curtain', -0.061946021966595), ('locations', -0.05471161336732216), ('so', 0.050362924768756305), ('and', 0.04174008535651297), ('The', -0.03440157336439884), ('the', -0.03132476045896475), ('far', 0.031311421934540416), ('other', -0.022145189550345872), ('open', -0.01728373701408566), ('ground', 0.016696317912330963), ('in', -0.014158128510963137), ('all', -0.009445782804973197), ('from', 0.002009065861231406)]","[('was', 0.08134664401422749), ('locations', 0.0688784299590804), ('ground', -0.06089914387516009), ('t', -0.05793374982576592), ('and', -0.03814801167472518), ('room', -0.03217851865350653), ('the', 0.031618365013634124), ('other', 0.025818549600989837), ('can', -0.023320660258634402), ('open', 0.018373881024057362), ('curtain', 0.016352057994187964), ('all', -0.01384018570559227), ('in', -0.01203462426793784), ('far', 0.008788103969378291), ('so', -0.0037641936659152182), ('The', 0.002512666764763803), ('from', -0.0021103062200895947)]"
 The room is completely outdated way too expensive ,,"{10: 1.0, 0: 8.445767560248852e-307}",Negative,"{'negative': 0.9894565, 'positive': 0.010543482}","[('expensive', -0.057027464872804794), ('outdated', -0.05208929053702257), ('room', -0.019978061920304387), ('too', -0.016827078322651557), ('way', 0.008134293094251637), ('is', -0.006981673644701255), ('The', -0.006659076628511329), ('completely', -0.00510639477193168)]",disgust,"{'disgust': 0.8902785778045654, 'sadness': 0.8497262597084045, 'anger': 0.8398287296295166, 'pessimism': 0.22537186741828918, 'fear': 0.05650646612048149, 'anticipation': 0.02874687872827053, 'surprise': 0.016803724691271782, 'joy': 0.0071013146080076694, 'optimism': 0.0048394701443612576, 'love': 0.004204141907393932, 'trust': 0.0038029116112738848}","[('outdated', 0.27505349913655475), ('expensive', 0.2612644988335825), ('completely', 0.08122363041958583), ('The', -0.037110075488810096), ('is', -0.032240932398951004), ('room', -0.02564323035194594), ('too', 0.0242563869031316), ('way', 0.005545542201043374)]","[('outdated', 0.36673620414009167), ('room', 0.13418840100904064), ('expensive', 0.07878454452504305), ('too', 0.07502597897743962), ('The', -0.07297882500557482), ('completely', 0.03599743406180705), ('way', 0.01881366771627302), ('is', -0.009877517165906614)]","[('outdated', 0.33469202322978137), ('expensive', 0.2944990274174128), ('completely', 0.09499623406357646), ('is', -0.06255543391360231), ('The', -0.05940621798793775), ('room', -0.05522761267181885), ('too', 0.03168457470968539), ('way', 0.012416767561775214)]"
 Beds were very low Room was quite dark it needs more lights ,,"{4: 0.21564064906102284, 0: 0.19576961841534762}",Negative,"{'negative': 0.9911004, 'positive': 0.008899591}","[('low', -0.04737931374596639), ('dark', -0.03467114715867409), ('more', -0.019047429439035868), ('needs', -0.015232742907113274), ('were', -0.012428112391896288), ('very', 0.011967960939950789), ('Room', -0.01177187374201863), ('it', -0.006751258874501681), ('was', -0.004678868101144095), ('lights', -0.00450372724640249), ('quite', -0.0044494058958783255), ('Beds', 0.0002271969508526737)]",sadness,"{'sadness': 0.6623482704162598, 'fear': 0.41208624839782715, 'disgust': 0.32532256841659546, 'pessimism': 0.2079225778579712, 'anger': 0.1319034993648529, 'anticipation': 0.04811722785234451, 'optimism': 0.009610459208488464, 'surprise': 0.007793880999088287, 'joy': 0.0065004159696400166, 'trust': 0.004092875402420759, 'love': 0.002326404210180044}","[('dark', 0.23951844830254881), ('Beds', 0.22994049060219623), ('needs', 0.22702467399718898), ('low', 0.0733011060214471), ('more', -0.06682774328507576), ('Room', 0.06201340840315676), ('lights', -0.03495139506948796), ('quite', 0.024062736339635803), ('very', 0.00955058252466304), ('were', -0.0079781215845254), ('was', -0.006542062093434121), ('it', 0.004721736353057249)]","[('dark', 0.22214573423727024), ('very', 0.05561966568176879), ('was', 0.05505598862997145), ('were', -0.04935533255683488), ('quite', 0.038883468768084774), ('more', -0.028264484330281697), ('Room', 0.027095495558372727), ('lights', 0.023309181101506867), ('needs', -0.02050170363011248), ('it', -0.018103310578638558), ('Beds', 0.0036192732369011355), ('low', 0.0009103631115534629)]","[('needs', 0.12050686014324062), ('dark', 0.10861550315609032), ('Beds', 0.08300026599877056), ('more', -0.05716060662573266), ('low', -0.025929154162741747), ('were', 0.021878815944199687), ('quite', -0.014303484920325585), ('very', 0.013149110586742003), ('Room', -0.012572429264469437), ('it', -0.009211635874899399), ('was', 0.009175626451168794), ('lights', 0.0022978799160418106)]"
 Room too small Bed not comfortable Sheets weren t changed I was not at all impressed,,"{4: 0.20808639563424083, 0: 0.162398981455831}",Negative,"{'negative': 0.9883337, 'positive': 0.011666315}","[('small', -0.030247487190845558), ('comfortable', 0.029748636410425893), ('not', -0.022556869562786214), ('impressed', -0.02165830727627913), ('weren', -0.020274053210686527), ('Sheets', -0.017736972882720043), ('too', -0.014573529678951078), ('Room', -0.014558796631632533), ('all', -0.01146290578785959), ('t', -0.009755201865723472), ('Bed', -0.007671236807592285), ('was', 0.004806067751368901), ('changed', -0.004701904623137253), ('I', 0.0017800504859439323), ('at', 0.0004944871516683686)]",disgust,"{'disgust': 0.3545915186405182, 'sadness': 0.34793102741241455, 'anger': 0.20048993825912476, 'joy': 0.11043152213096619, 'anticipation': 0.10892382264137268, 'fear': 0.10340972989797592, 'surprise': 0.08345373719930649, 'pessimism': 0.04380129650235176, 'optimism': 0.007358776871114969, 'love': 0.0044557638466358185, 'trust': 0.00353868305683136}","[('not', 0.2825266138797698), ('impressed', -0.19784464427914344), ('at', 0.09086963534746048), ('changed', -0.0713320657729804), ('comfortable', 0.0635486720208199), ('I', -0.03526763857076684), ('was', 0.033884972368490994), ('too', 0.032398250869255345), ('small', -0.020903796874455653), ('t', -0.01966774900049461), ('all', 0.012318491427383931), ('Room', 0.010263194112481302), ('Bed', 0.008884566754353899), ('weren', 0.008065169203760485), ('Sheets', -0.0019105968708420082)]","[('impressed', -0.6279061606898642), ('not', 0.15853861668036168), ('comfortable', 0.075929254567414), ('was', 0.06078137904023938), ('small', 0.053222239381056635), ('Bed', 0.04609447395651116), ('t', -0.04154203235651212), ('I', -0.039673296876573394), ('at', 0.031137849177748898), ('all', 0.030708096512970018), ('too', 0.02241576540686241), ('changed', 0.019628932524930934), ('weren', 0.018958141524898706), ('Room', -0.008012575473684435), ('Sheets', -0.0017852315510248637)]","[('not', 0.2124013932134347), ('impressed', -0.08241088308983599), ('at', 0.06481135697807781), ('comfortable', 0.05899576202757312), ('changed', -0.05427693963740833), ('too', 0.04794961521911695), ('small', -0.047271256265668554), ('I', -0.031015537418929397), ('Room', 0.024585354761123793), ('Sheets', -0.01769472387440602), ('Bed', -0.01013471680306003), ('t', -0.006701751818210047), ('was', 0.006320758915198947), ('weren', -0.005873255278610541), ('all', 0.001503675647096388)]"
 The staff could not have been more helpful Despite rumours about the bad manners of Parisians everybody we met were friendly and did their very best to communicate in English to make up for our very poor French ,,"{3: 0.15293459094438683, 0: 0.12490101154016349}",Negative,"{'positive': 0.901223, 'negative': 0.098777026}","[('Despite', 0.17413120707038193), ('helpful', 0.1729141258811187), ('best', 0.15097540784692395), ('friendly', 0.1476694521018851), ('staff', 0.1330168863608709), ('poor', -0.11181590600133672), ('everybody', 0.08341293086386166), ('our', 0.08168461631373009), ('rumours', -0.07695031762431292), ('and', 0.07208579890057845), ('not', -0.07058470577694537), ('up', 0.0703655499453363), ('more', 0.06826633210965856), ('been', 0.06696766220471852), ('the', 0.06558155615396742), ('bad', -0.06413509218369753), ('about', -0.058568128134900165), ('in', -0.057211928240131806), ('Parisians', 0.055104652755142904), ('manners', -0.053816088493214516), ('English', -0.04808388017813593), ('very', 0.04692777687707748), ('communicate', 0.04502929922985457), ('French', -0.034764511856215305), ('were', -0.02851415984303091)]",disgust,"{'disgust': 0.41648146510124207, 'sadness': 0.4120379388332367, 'anger': 0.3269765377044678, 'optimism': 0.14936061203479767, 'pessimism': 0.06911050528287888, 'joy': 0.06857001036405563, 'anticipation': 0.04268144816160202, 'trust': 0.012077810242772102, 'surprise': 0.007605218328535557, 'fear': 0.007016395218670368, 'love': 0.005227529443800449}","[('friendly', -0.19541480673197673), ('poor', 0.18235975456384554), ('bad', 0.17715640249011289), ('best', -0.16287475309929067), ('not', 0.15299601862079776), ('Despite', -0.1319639915284063), ('manners', 0.1163265032072105), ('for', -0.11055547291916637), ('the', 0.09814168588028117), ('everybody', 0.08598037515732289), ('make', 0.08395122474650175), ('could', -0.07527790273220135), ('were', -0.06687694651838828), ('our', -0.06669757290856011), ('met', 0.061706768506948416), ('and', -0.060060148771937), ('more', -0.05197291640438547), ('we', -0.05110785211274911), ('rumours', 0.05082958241845255), ('to', -0.05031739851041542), ('in', 0.04894459794984671), ('staff', 0.047684238705371924), ('English', 0.035138662164588885), ('of', -0.031173352394766075), ('communicate', 0.029267745944143164)]","[('poor', 0.33439947122358904), ('more', -0.15008631161663863), ('not', 0.13346347791708726), ('friendly', -0.12705736524358824), ('best', -0.1225226911950147), ('bad', 0.10957835983705763), ('staff', 0.10150599718722524), ('make', 0.0908584673752143), ('were', -0.0847562806167899), ('French', -0.08227663300971677), ('manners', -0.07477946341638865), ('met', 0.06874268537484121), ('the', 0.06705846802324994), ('our', 0.06500090703812254), ('of', 0.06407318291561519), ('we', -0.06318135971849623), ('for', -0.056768120191843276), ('and', -0.05607635292447381), ('helpful', 0.041073477395117054), ('have', -0.04023726197267942), ('very', -0.03617626531830034), ('could', -0.03532848011275136), ('to', -0.03489830057884182), ('up', -0.028850360109041993), ('their', 0.0260957075610161)]","[('bad', 0.24564102760966702), ('friendly', -0.19181876627195527), ('Despite', -0.16281591145646412), ('poor', 0.1547577199473885), ('not', 0.14431132659556), ('manners', 0.13717473078128156), ('best', -0.13110120316821122), ('for', -0.1186904420425746), ('the', 0.11235644243098748), ('everybody', 0.1036466621977974), ('could', -0.0940104634128037), ('make', 0.08649143642674496), ('our', -0.0748587629855389), ('to', -0.0738346652482009), ('were', -0.06983912450026629), ('and', -0.0590962488089699), ('rumours', 0.05727756402687525), ('in', 0.05378550125764694), ('of', -0.04944642862903306), ('we', -0.04836204786613508), ('more', -0.04462233769505447), ('staff', 0.0364477973363171), ('communicate', 0.0348359452495951), ('very', 0.027493443684021287), ('their', 0.0252649484604379)]"
 Everything i needed was very close from trains to buses etc ,,"{5: 0.4766234748271249, 0: 0.1640991330223242}",Negative,"{'positive': 0.95084906, 'negative': 0.049151}","[('close', 0.13594782503055566), ('Everything', 0.09846722305822926), ('etc', 0.04841743656927911), ('very', 0.03023159141603422), ('trains', 0.026821352912275193), ('from', 0.026433242265174208), ('to', 0.025976015149735545), ('i', 0.018668588730639972), ('buses', -0.014907832865574176), ('was', 0.011041821766120249), ('needed', 0.0063145743658886595)]",fear,"{'fear': 0.7049237489700317, 'sadness': 0.32220378518104553, 'pessimism': 0.14958418905735016, 'anticipation': 0.1184338927268982, 'disgust': 0.08726713806390762, 'optimism': 0.056626345962285995, 'anger': 0.0331655852496624, 'trust': 0.012251979671418667, 'joy': 0.009667295031249523, 'surprise': 0.007900471799075603, 'love': 0.0031761399004608393}","[('close', 0.28949312883433487), ('was', 0.20423526453049765), ('Everything', -0.10465485822742325), ('very', 0.07694827406684283), ('trains', 0.07373505243783078), ('buses', 0.052745597901998544), ('needed', -0.02907854581593947), ('from', -0.02602750924123168), ('etc', -0.02253982611404427), ('to', -0.02236270256280129), ('i', 0.0016767546918477038)]","[('buses', 0.1521126246080747), ('very', -0.10267215768665486), ('was', 0.06490338769143365), ('etc', 0.058141204968497034), ('i', 0.04876374520313643), ('close', -0.04661118024476123), ('to', -0.031251510917808575), ('needed', 0.025406484651386178), ('from', -0.014085870386935198), ('trains', 0.012996745369031682), ('Everything', -0.005954641885059714)]","[('buses', 0.036562793650882316), ('was', 0.033590755226816586), ('close', 0.02081923051670984), ('needed', 0.0196064702890218), ('very', -0.01650694326792533), ('from', -0.010314698608924876), ('trains', 0.00846416095000585), ('Everything', -0.005826988757295214), ('i', 0.005289136139231045), ('to', -0.0019599852856185297), ('etc', 0.0019585195063634214)]"
 Location was far from central London approximately 8 tube stops ,,"{5: 0.23792285575354455, 0: 0.19433459249475807}",Negative,"{'negative': 0.7776723, 'positive': 0.22232774}","[('far', -0.6141480784090428), ('Location', 0.1414448160977143), ('from', 0.060878556700344096), ('approximately', 0.028109163176480753), ('London', -0.020403711756365562), ('was', -0.017139690140057392), ('8', 0.01615417457084909), ('stops', -0.01318229977443214), ('tube', 0.010055769806371337), ('central', 0.0017957760249308786)]",fear,"{'fear': 0.5242170095443726, 'anticipation': 0.3225018084049225, 'sadness': 0.195868119597435, 'disgust': 0.10640323162078857, 'pessimism': 0.10385255515575409, 'optimism': 0.04151979088783264, 'anger': 0.03256597742438316, 'surprise': 0.031602565199136734, 'trust': 0.015739021822810173, 'joy': 0.012523979879915714, 'love': 0.0029359455220401287}","[('Location', 0.18956817116652755), ('far', 0.15042560703392313), ('from', 0.0787578202838377), ('8', -0.04396691770324043), ('stops', -0.040536270941256725), ('was', 0.02954318639796789), ('central', -0.02758656229371494), ('London', 0.02156811555811235), ('approximately', 0.018162604660204307), ('tube', -0.012480800513210807)]","[('Location', 0.11624246567036427), ('from', -0.06430831077765506), ('central', 0.0436355079964022), ('London', 0.04347409127771596), ('approximately', -0.037618224228170995), ('was', 0.013449860419835357), ('far', 0.012613465946904975), ('tube', -0.009353778991986542), ('stops', 0.007776017260023258), ('8', -0.0027276899053330166)]","[('from', 0.08161566922924969), ('central', -0.05620770953879491), ('8', -0.05056885331994606), ('stops', 0.046388348894097216), ('was', -0.038695837928392), ('Location', 0.037985809969983055), ('far', 0.03397807156645311), ('approximately', -0.018373838509380715), ('London', -0.016414782376953367), ('tube', -0.004752124865854624)]"
 Wasn t as close to kings cross as you think 10 15 min walk depending how fast you walk ,,"{5: 0.22226355390658548, 0: 0.12776565082285543}",Negative,"{'negative': 0.87656647, 'positive': 0.12343355}","[('close', 0.1675176352004468), ('Wasn', -0.1511742275571758), ('t', -0.12863911349153212), ('think', -0.08726262869556965), ('min', -0.06841778042161678), ('depending', -0.04486550731773504), ('15', -0.04227128590688669), ('you', 0.03955377815104366), ('how', -0.022439082507906934), ('10', -0.02056610444366346), ('to', 0.01940643594726809), ('walk', -0.012579659282676214), ('fast', 0.011181987892401941), ('cross', 0.009941231052069576), ('as', 0.008115738776787357), ('kings', -0.0037651435699364607)]",fear,"{'fear': 0.3596341013908386, 'anticipation': 0.330733984708786, 'sadness': 0.285744845867157, 'pessimism': 0.19166485965251923, 'disgust': 0.14557956159114838, 'optimism': 0.044750601053237915, 'anger': 0.04309505224227905, 'surprise': 0.029420720413327217, 'joy': 0.01541207917034626, 'trust': 0.015047390945255756, 'love': 0.0024874440860003233}","[('close', 0.15078484864108696), ('cross', 0.09964003555157669), ('to', 0.047470474684325484), ('walk', -0.0427420606335445), ('Wasn', 0.0349305249296051), ('as', -0.02972930746607853), ('15', 0.02733076387900381), ('kings', 0.023866680441579132), ('think', 0.022294192790416428), ('fast', 0.018136170513805696), ('how', 0.016779997604275766), ('you', -0.012543952149412698), ('10', -0.011694945915179347), ('depending', 0.008824108597004684), ('min', 0.004736188752450142), ('t', 0.004398344708684512)]","[('as', 0.05782224488801447), ('15', -0.052826780929856335), ('walk', -0.04588112919315885), ('10', -0.039581586270948224), ('fast', 0.035994465733708465), ('kings', 0.03529471774061504), ('close', 0.03171593897440766), ('cross', 0.029440009400340403), ('t', -0.023930457371185515), ('Wasn', 0.021954341449924964), ('to', -0.020710926445884306), ('how', 0.018208259558338245), ('depending', 0.012247387508952863), ('think', 0.011150811831551912), ('min', -0.010985929432013297), ('you', -0.00839330005388349)]","[('Wasn', 0.09129052303387494), ('t', 0.05360987854580265), ('close', 0.04731942711760882), ('15', 0.03389609131369011), ('walk', -0.03247654738854879), ('depending', 0.030796087342952545), ('fast', -0.027812153226751454), ('how', 0.023864378712450444), ('think', -0.02254601153331426), ('you', -0.021442521744867476), ('as', 0.016911012477603946), ('kings', 0.012529278423395622), ('min', -0.011334586761278105), ('cross', 0.008436549347140174), ('to', 0.0035354255956626473), ('10', -0.002054211912557996)]"
